player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Jackson Irvine,Australia,Australia,MF,33,1993,St Pauli,4,2,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.21,0.4,0.0,0.0,56.0,57.2,102.0,1,2,10.0,0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Jacob Italiano,Australia,Australia,DF,24,2001,Grazer AK,2,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.55,0.0,0.0,,82.0,41.8,82.0,1,0,,0,1.5,1.0,2.0,-1.0,-0.55,-0.95,0.0,0.0,0.0,0.0,8.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Jason Geria,Australia,Australia,DF,33,1993,Albirex Niigata,2,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,31.0,15.9,,0,2,31.0,2,1.5,1.0,0.0,1.0,1.45,1.73,0.0,2.0,0.0,0.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Jordy Bos,Australia,Australia,"MF,DF",23,2002,Feyenoord,4,4,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,1.46,0.58,0.0,0.0,77.0,79.0,77.0,2,0,,0,1.25,2.0,3.0,-1.0,-0.29,-1.39,0.0,4.0,4.0,0.0,8.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Kai Trewin,Australia,Australia,"DF,MF",25,2001,NYCFC,1,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,,75.0,19.2,,0,1,75.0,3,1.0,1.0,0.0,1.0,1.2,1.49,0.0,0.0,1.0,0.0,2.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Lucas Herrington,Australia,Australia,DF,18,2007,Colorado Rapids,2,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,105.0,53.8,105.0,2,0,,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mathew Leckie,Australia,Australia,MF,35,1991,Melb City,1,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,,60.0,15.4,60.0,0,0,,1,0.0,0.0,2.0,-2.0,-3.0,-3.55,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mathew Ryan,Australia,Australia,GK,34,1992,Levante,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,0.5,,0,1,2.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Miloš Degenek,Australia,Australia,"DF,MF",32,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Touré,Australia,Australia,FW,22,2004,Norwich City,3,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.18,0.55,0.0,0.0,55.0,42.3,59.0,0,1,47.0,1,1.33,1.0,2.0,-1.0,-0.55,-0.95,0.0,4.0,2.0,1.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nestory Irankunda,Australia,Australia,"FW,MF",20,2006,Watford,4,3,261.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,6.0,2.0,33.3,2.07,0.69,0.17,0.5,65.0,66.9,72.0,0,1,45.0,0,1.25,2.0,1.0,1.0,0.34,1.04,0.0,4.0,5.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nishan Velupillay,Australia,Australia,MF,25,2001,Melb. Victory,2,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,38.0,19.2,45.0,0,1,30.0,2,1.5,1.0,2.0,-1.0,-1.2,-1.49,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrick Beach,Australia,Australia,GK,22,2003,Melb City,4,4,388.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,97.0,99.5,97.0,3,0,,0,1.25,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,388.0,3.0,0.7,17.0,14.0,82.4,1.0,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,
Paul Izzo,Australia,Australia,GK,31,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Okon-Engstler,Australia,Australia,MF,21,2005,Sydney FC,4,2,197.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,0.0,0.0,,0.0,0.0,,,49.0,50.5,80.0,0,2,19.0,0,1.25,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Tete Yengi,Australia,Australia,FW,25,2000,Machida Zelvia,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,3.75,3.75,0.0,0.0,12.0,6.2,,0,2,12.0,2,2.0,1.0,0.0,1.0,3.75,4.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Alessandro Schöpf,Austria,Austria,MF,32,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Prass,Austria,Austria,"DF,MF",25,2001,Hoffenheim,2,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,8.1,,0,2,15.0,2,0.0,0.0,2.0,-2.0,-6.21,-5.93,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexander Schlager,Austria,Austria,GK,30,1996,RB Salzburg,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,4,0,,0,1.0,6.0,9.0,-3.0,-0.75,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,360.0,9.0,2.25,22.0,13.0,59.1,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,
Carney Chukwuemeka,Austria,Austria,MF,22,2003,Dortmund,3,0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.17,1.08,0.0,0.0,28.0,23.1,,0,3,28.0,1,1.0,2.0,3.0,-1.0,-1.08,-0.43,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
David Affengruber,Austria,Austria,DF,25,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Alaba,Austria,Austria,DF,33,1992,Real Madrid,4,4,275.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,2.0,0.0,0.0,0.65,0.0,0.0,,69.0,76.4,69.0,1,0,,0,1.0,3.0,7.0,-4.0,-1.31,-2.37,0.0,2.0,0.0,0.0,1.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Dejan Ljubičić,Austria,Austria,MF,28,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian Grillitsch,Austria,Austria,"DF,MF",30,1995,Braga,2,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,45.0,25.0,,0,2,45.0,2,0.5,2.0,4.0,-2.0,-2.0,-1.67,0.0,3.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Florian Wiegele,Austria,Austria,GK,25,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Danso,Austria,Austria,DF,27,1998,Tottenham,4,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37,0.0,0.0,,60.0,66.9,90.0,2,2,31.0,0,1.0,3.0,6.0,-3.0,-1.12,-1.12,0.0,1.0,2.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Konrad Laimer,Austria,Austria,"MF,DF",29,1997,Bayern Munich,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,1.0,0.0,0.0,0.25,0.0,0.0,,90.0,100.0,90.0,4,0,,0,1.0,6.0,9.0,-3.0,-0.75,,0.0,6.0,3.0,3.0,4.0,2.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Marcel Sabitzer,Austria,Austria,MF,32,1994,Dortmund,4,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,5.0,2.0,40.0,1.25,0.5,0.2,0.5,90.0,100.0,90.0,4,0,,0,1.0,6.0,9.0,-3.0,-0.75,,0.0,2.0,3.0,1.0,31.0,6.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Marco Friedl,Austria,Austria,DF,28,1998,Werder Bremen,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,24.0,6.7,,0,1,24.0,3,0.0,0.0,1.0,-1.0,-3.75,-3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marko Arnautović,Austria,Austria,FW,37,1989,Red Star,4,1,144.0,1.6,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.25,0.0,1.25,0.62,0.62,3.0,3.0,100.0,1.87,1.87,0.33,0.33,36.0,40.0,45.0,0,3,33.0,0,1.0,3.0,5.0,-2.0,-1.25,-0.83,0.0,3.0,1.0,5.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Michael Gregoritsch,Austria,Austria,FW,32,1994,Augsburg,3,2,188.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.48,1.0,0.0,0.0,0.48,0.0,0.0,,63.0,52.2,72.0,0,1,45.0,1,0.33,2.0,4.0,-2.0,-0.96,-0.43,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Michael Svoboda,Austria,Austria,DF,27,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Seiwald,Austria,Austria,MF,25,2001,RB Leipzig,4,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.86,0.0,0.0,,79.0,87.5,79.0,3,0,,0,1.0,6.0,7.0,-1.0,-0.29,3.71,0.0,1.0,1.0,0.0,3.0,4.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Patrick Pentz,Austria,Austria,GK,29,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Wimmer,Austria,Austria,"FW,MF",25,2001,Wolfsburg,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.29,0.0,0.0,,11.0,5.8,,0,2,11.0,2,1.5,1.0,1.0,0.0,0.0,0.8,0.0,3.0,1.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Paul Wanner,Austria,Austria,MF,20,2005,PSV,4,2,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,,59.0,65.0,79.0,1,2,39.0,0,1.0,4.0,6.0,-2.0,-0.77,-0.05,0.0,4.0,2.0,0.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Philipp Lienhart,Austria,Austria,DF,29,1996,Freiburg,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,50.0,90.0,2,0,,2,2.0,6.0,4.0,2.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Phillipp Mwene,Austria,Austria,DF,32,1994,Mainz 05,2,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.61,0.0,0.0,,74.0,40.8,74.0,0,0,,2,2.0,3.0,3.0,0.0,0.0,1.27,0.0,1.0,1.0,0.0,6.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Romano Schmid,Austria,Austria,"MF,FW",26,2000,Werder Bremen,4,4,263.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,2.0,1.0,50.0,0.68,0.34,0.5,1.0,66.0,73.1,66.0,0,0,,0,1.0,3.0,4.0,-1.0,-0.34,1.51,0.0,3.0,4.0,0.0,3.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Saša Kalajdžić,Austria,Austria,FW,28,1997,LASK,3,1,77.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.17,0.0,1.17,1.17,1.17,4.0,1.0,25.0,4.68,1.17,0.25,1.0,26.0,21.4,45.0,0,2,16.0,1,1.33,2.0,2.0,0.0,0.0,0.95,0.0,2.0,2.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Stefan Posch,Austria,Austria,DF,29,1997,Mainz 05,4,4,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.82,0.0,0.0,,83.0,91.9,83.0,2,0,,0,1.0,6.0,7.0,-1.0,-0.27,5.93,0.0,7.0,3.0,0.0,3.0,10.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Xaver Schlager,Austria,Austria,MF,28,1997,RB Leipzig,4,4,238.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.38,1.0,0.0,0.0,0.38,0.0,0.0,,60.0,66.1,60.0,1,0,,0,1.0,2.0,5.0,-3.0,-1.13,-1.13,0.0,6.0,0.0,0.0,1.0,7.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexis Saelemaekers,Belgium,Belgium,MF,26,1999,Milan,4,1,83.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.08,0.0,1.08,1.08,1.08,4.0,1.0,25.0,4.34,1.08,0.25,1.0,21.0,14.6,57.0,0,3,9.0,2,1.75,3.0,2.0,1.0,1.08,-0.02,0.0,0.0,2.0,2.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Amadou Onana,Belgium,Belgium,MF,24,2001,Aston Villa,4,2,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.7,0.0,0.0,,27.0,18.6,38.0,0,2,16.0,1,2.5,4.0,2.0,2.0,1.7,0.73,0.0,1.0,3.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Arthur Theate,Belgium,Belgium,DF,26,2000,Frankfurt,3,2,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,1.97,0.39,0.0,0.0,76.0,40.0,105.0,2,1,18.0,3,2.33,8.0,3.0,5.0,1.97,1.45,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Axel Witsel,Belgium,Belgium,"DF,MF",37,1989,Girona,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,17.0,5.8,,0,2,17.0,4,1.5,1.0,1.0,0.0,0.0,-1.17,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Brandon Mechele,Belgium,Belgium,DF,33,1993,Club Brugge,6,6,570.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,0.79,0.16,0.0,0.0,95.0,100.0,95.0,6,0,,0,1.83,14.0,7.0,7.0,1.11,,0.0,9.0,2.0,0.0,0.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Charles De Ketelaere,Belgium,Belgium,"FW,MF",25,2001,Atalanta,5,5,350.0,3.9,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.77,0.26,1.03,0.77,1.03,6.0,5.0,83.3,1.54,1.29,0.5,0.6,70.0,61.4,70.0,1,0,,1,2.0,8.0,6.0,2.0,0.51,-1.53,0.0,2.0,3.0,2.0,3.0,5.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Diego Moreira,Belgium,Belgium,MF,21,2004,Strasbourg,1,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,58.0,10.2,,0,1,58.0,5,3.0,3.0,0.0,3.0,4.66,3.95,0.0,2.0,1.0,1.0,5.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Dodi Lukebakio,Belgium,Belgium,MF,28,1997,Benfica,3,1,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.3,3.84,0.55,0.0,0.0,55.0,28.8,66.0,0,2,49.0,3,2.33,6.0,1.0,5.0,2.74,2.3,0.0,1.0,2.0,0.0,6.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Hans Vanaken,Belgium,Belgium,MF,33,1992,Club Brugge,6,3,319.0,3.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.28,0.56,0.85,0.28,0.85,5.0,1.0,20.0,1.41,0.28,0.2,1.0,53.0,56.0,70.0,1,3,36.0,0,1.83,9.0,5.0,4.0,1.13,0.05,0.0,0.0,6.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Jeremy Doku,Belgium,Belgium,MF,24,2002,Manchester City,5,4,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.87,0.29,0.0,0.0,62.0,54.2,71.0,1,1,24.0,0,2.0,5.0,5.0,0.0,0.0,-2.41,0.0,4.0,18.0,0.0,6.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Joaquin Seys,Belgium,Belgium,DF,21,2005,Club Brugge,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,30.0,5.3,,0,1,30.0,5,0.0,0.0,1.0,-1.0,-3.0,-4.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kevin De Bruyne,Belgium,Belgium,MF,34,1991,Napoli,5,5,382.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.24,0.0,0.24,0.24,0.24,20.0,5.0,25.0,4.71,1.18,0.05,0.2,76.0,67.0,76.0,0,0,,1,1.6,5.0,4.0,1.0,0.24,-2.64,0.0,2.0,4.0,0.0,21.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Koni De Winter,Belgium,Belgium,DF,24,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Trossard,Belgium,Belgium,"MF,FW",31,1994,Arsenal,6,6,506.0,5.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.36,0.36,0.71,0.36,0.71,17.0,3.0,17.6,3.02,0.53,0.12,0.67,84.0,88.8,84.0,2,0,,0,1.83,10.0,5.0,5.0,0.89,-1.92,0.0,4.0,8.0,1.0,7.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Matias Fernandez-Pardo,Belgium,Belgium,"FW,MF",21,2005,Lille,3,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.14,0.0,0.0,,15.0,7.7,,0,3,15.0,3,1.67,3.0,1.0,2.0,4.09,3.24,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Maxim De Cuyper,Belgium,Belgium,DF,25,2000,Brighton,6,5,442.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,60.0,2.04,1.22,0.0,0.0,74.0,77.5,81.0,3,1,35.0,0,1.83,11.0,5.0,6.0,1.22,0.52,0.0,7.0,2.0,0.0,12.0,6.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mike Penders,Belgium,Belgium,GK,20,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Ngoy,Belgium,Belgium,DF,23,2003,Lille,4,4,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.0,0.0,,84.0,58.8,84.0,3,0,,1,1.25,6.0,4.0,2.0,0.54,-1.38,0.0,6.0,1.0,0.0,0.0,7.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Nicolas Raskin,Belgium,Belgium,MF,25,2001,Rangers,6,3,341.0,3.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,2.0,1.0,50.0,0.53,0.26,0.0,0.0,57.0,59.8,78.0,1,3,35.0,0,1.83,10.0,3.0,7.0,1.85,1.85,0.0,12.0,3.0,0.0,7.0,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Romelu Lukaku,Belgium,Belgium,FW,33,1993,Napoli,6,1,233.0,2.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.16,0.39,1.55,1.16,1.55,6.0,3.0,50.0,2.32,1.16,0.5,1.0,39.0,40.9,72.0,0,5,32.0,0,1.83,6.0,2.0,4.0,1.55,0.74,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Senne Lammens,Belgium,Belgium,GK,23,2002,Manchester Utd,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,3.5,,0,1,20.0,5,0.0,0.0,1.0,-1.0,-4.5,-5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,20.0,1.0,4.5,3.0,2.0,66.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Thibaut Courtois,Belgium,Belgium,GK,34,1992,Real Madrid,6,6,550.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,92.0,96.5,92.0,5,0,,0,1.83,14.0,6.0,8.0,1.31,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,6.0,6.0,550.0,6.0,0.98,20.0,14.0,70.0,3.0,2.0,1.0,1.0,16.7,0.0,0.0,0.0,0.0,
Thomas Meunier,Belgium,Belgium,DF,34,1991,Lille,3,2,190.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.47,2.0,1.0,50.0,0.95,0.47,0.0,0.0,63.0,33.3,74.0,1,1,43.0,3,1.67,4.0,1.0,3.0,1.42,0.47,0.0,9.0,0.0,0.0,7.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Timothy Castagne,Belgium,Belgium,DF,30,1995,Fulham,6,5,478.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,3.0,1.0,33.3,0.56,0.19,0.0,0.0,80.0,83.9,89.0,4,1,33.0,0,1.83,13.0,7.0,6.0,1.13,0.15,0.0,7.0,2.0,0.0,20.0,8.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
